"ID","Keyword","Section","Anchor","SpecLocationHref","NormativeText","ThreatAlignment","FailureIfDowngraded","WhyShouldInsufficient","VerificationMethod","ReferenceImplStatus","EvidenceNotes","TargetVersion","SourceLine"
"NORM-015","MUST NOT","4. Core Principles (Normative) Â· 4.2 Exposure Minimization","sec4","/docs/spec/v1.0.html#sec4","MUST NOT sell, share, or broker user data without explicit informed consent (opt-in, not opt-out)","","","","","N/A","","v1.0","507"
"NORM-016","MUST","4. Core Principles (Normative) Â· 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","Principle: Users MUST retain control and function locally. Systems MUST NOT require internet for essential operations.","","","","","N/A","","v1.0","537"
"NORM-017","MUST NOT","4. Core Principles (Normative) Â· 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","Principle: Users MUST retain control and function locally. Systems MUST NOT require internet for essential operations.","","","","","N/A","","v1.0","537"
"NORM-018","MUST","4. Core Principles (Normative) Â· 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST support offline operation for all essential user workflows","","","","","N/A","","v1.0","542"
"NORM-019","MUST","4. Core Principles (Normative) Â· 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST cache essential data on user's device; users maintain local copy","","","","","N/A","","v1.0","543"
"NORM-020","MUST","4. Core Principles (Normative) Â· 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST sync gracefully without blocking user workflow (asynchronous, eventual consistency)","","","","","N/A","","v1.0","544"
"NORM-021","MUST NOT","4. Core Principles (Normative) Â· 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST NOT require authentication for offline access to cached user data","","","","","N/A","","v1.0","546"
"NORM-022","MUST","4. Core Principles (Normative) Â· 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST document offline vs. online feature parity and sync behavior","","","","","N/A","","v1.0","548"
"NORM-023","MUST","4. Core Principles (Normative) Â· 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","Principle: Users MUST be able to maintain confidentiality and integrity even under physical or legal coercion.","","","","","N/A","","v1.0","577"
"NORM-024","MUST","4. Core Principles (Normative) Â· 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST use encryption where users hold keys; system cannot decrypt user data","","","","","N/A","","v1.0","582"
"NORM-025","MUST","4. Core Principles (Normative) Â· 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST support strong passphrases (minimum 128 bits entropy; 6+ words recommended)","","","","","N/A","","v1.0","583"
"NORM-026","MUST","4. Core Principles (Normative) Â· 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST use slow key derivation (Argon2id, Scrypt; never MD5/SHA-1)","","","","","N/A","","v1.0","584"
"NORM-027","MUST NOT","4. Core Principles (Normative) Â· 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST NOT provide administrative backdoors or master keys","","","","","N/A","","v1.0","585"
"NORM-028","MUST","4. Core Principles (Normative) Â· 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST document threat model clearly: what adversaries can and cannot extract","","","","","N/A","","v1.0","588"
"NORM-029","MUST","4. Core Principles (Normative) Â· 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","Principle: Systems MUST remain usable when bandwidth, power, compute, or cognition are severely constrained.","","","","","N/A","","v1.0","617"
"NORM-030","MUST","4. Core Principles (Normative) Â· 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST test baseline path on 2G networks (<100KB initial HTML load)","","","","","N/A","","v1.0","622"
"NORM-031","MUST","4. Core Principles (Normative) Â· 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST function on devices with <512MB RAM","","","","","N/A","","v1.0","623"
"NORM-032","MUST","4. Core Principles (Normative) Â· 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST support complete keyboard-only navigation (no mouse required)","","","","","N/A","","v1.0","624"
"NORM-033","MUST","4. Core Principles (Normative) Â· 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST gracefully degrade features under resource constraints","","","","","N/A","","v1.0","625"
"NORM-034","MUST NOT","4. Core Principles (Normative) Â· 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST NOT auto-load media (user must explicitly request video/audio)","","","","","N/A","","v1.0","627"
"NORM-035","MUST","4. Core Principles (Normative) Â· 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST meet WCAG 2.1 Level AA accessibility standards (color contrast, screen reader support)","","","","","N/A","","v1.0","628"
"NORM-036","MUST","4. Core Principles (Normative) Â· 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","Principle: Systems MUST optimize for user survival and autonomy. Features MUST serve essential needs, not engagement metrics or extraction.","","","","","N/A","","v1.0","657"
"NORM-037","MUST","4. Core Principles (Normative) Â· 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","Principle: Systems MUST optimize for user survival and autonomy. Features MUST serve essential needs, not engagement metrics or extraction.","","","","","N/A","","v1.0","657"
"NORM-038","MUST","4. Core Principles (Normative) Â· 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST document essential use cases explicitly; justify every feature","","","","","N/A","","v1.0","662"
"NORM-039","MUST NOT","4. Core Principles (Normative) Â· 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST NOT use dark patterns (hidden friction-to-exit, manipulative notifications, deceptive confirmations)","","","","","N/A","","v1.0","663"
"NORM-040","MUST NOT","4. Core Principles (Normative) Â· 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST NOT include addictive mechanics (streaks, variable rewards, leaderboards, FOMO notifications)","","","","","N/A","","v1.0","665"
"NORM-041","MUST","4. Core Principles (Normative) Â· 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST measure success by user goal completion, not engagement time or feature adoption","","","","","N/A","","v1.0","666"
"NORM-042","MUST NOT","4. Core Principles (Normative) Â· 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST NOT require payment for essential features (accessibility tiers acceptable; never paywall core utility)","","","","","N/A","","v1.0","668"
"NORM-043","MUST","6. Compliance Levels","sec6","/docs/spec/v1.0.html#sec6","All systems claiming Protective Computing compliance MUST declare a compliance level (1â€“4) for each principle. A system's overall compliance is determined by its weakest principle.","","","","","N/A","","v1.0","744"
