"ID","Keyword","Section","Anchor","SpecLocationHref","NormativeText","ThreatAlignment","FailureIfDowngraded","WhyShouldInsufficient","VerificationMethod","ReferenceImplStatus","EvidenceNotes","TargetVersion","SourceLine"
"NORM-014","MUST NOT","4. Core Principles (Normative) | 4.2 Exposure Minimization","sec4","/docs/spec/v1.0.html#sec4","MUST NOT sell, share, or broker user data without explicit informed consent (opt-in, not opt-out)","Institutional control","Data sale or broker sharing enables exploitation, discrimination, and coercive profiling by third parties.","Consent and sharing boundaries are critical trust controls; optional compliance invites monetization pressure and abuse.","Review data-flow inventory, third-party processor list, network egress logs, and consent records to confirm no non-consensual sharing paths exist.","Met","Reference mapping asserts zero third-party access, no ad/analytics trackers, and no data sale pathway.","v1.0","507"
"NORM-015","MUST","4. Core Principles (Normative) | 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","Principle: Users MUST retain control and function locally. Systems MUST NOT require internet for essential operations.","Institutional control","Centralized dependency allows service operators or outages to block essential user workflows and deny access during crises.","Local control is a core safety property; advisory-only offline posture permits coercive lockout through platform or network control.","Environment: device in airplane mode with network inspection active (DevTools Network tab or proxy capture). Action: execute full CRUD cycle on a core record (create, read, update, delete), including app restart between operations. Observable result: zero outbound network requests, all changes persist across restart, and no sync-required/blocking prompts appear. Pass criteria: all essential workflows complete with zero network traffic and no blocking UI escalation. Fail criteria: any outbound request occurs, any operation blocks on connectivity, or dependency-escalation messaging appears.","Partial","PainTracker supports offline core workflows, but backup and some account-linked operations remain server-coupled. To reach Met: provide a fully documented no-server operating profile for all essential functions.","v1.0","537"
"NORM-017","MUST","4. Core Principles (Normative) | 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST support offline operation for all essential user workflows","Institutional control","Users lose ability to operate during censorship, outages, or deliberate account throttling at moments when records are most needed.","Essential workflow continuity must be guaranteed under degraded connectivity; optional compliance fails under predictable network denial conditions.","Disable network at OS level and execute full essential workflow test matrix; verify success criteria without deferred hard-blocks.","Met","Reference implementation claims full offline-first behavior for create/edit/delete core entries and validates operation in airplane mode.","v1.0","542"
"NORM-018","MUST","4. Core Principles (Normative) | 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST cache essential data on user's device; users maintain local copy","Device seizure","Without a complete local copy, users become dependent on remote availability and may lose critical access during account or network disruption.","Local possession of essential data is a resilience boundary; discretionary caching creates silent gaps at time-of-need.","Environment: app connected and synced, then network severed mid-session with forced reload in offline state. Action: create/modify records, interrupt sync mid-write, and reload the application while offline. Observable result: pre-existing records remain readable, partially synced edits remain locally visible, no silent rollback or data loss occurs, and no forced re-authentication is required. Pass criteria: local dataset remains fully accessible and internally consistent without server reachability. Fail criteria: records disappear, revert silently, or require reconnection to render.","Met","Reference implementation states full local journal copy persists on device and remains available without server contact.","v1.0","543"
"NORM-019","MUST","4. Core Principles (Normative) | 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST sync gracefully without blocking user workflow (asynchronous, eventual consistency)","Network tampering","Blocking UX on sync creates denial-of-service by unstable or adversarial networks and prevents timely user actions.","Non-blocking sync is required to preserve agency under unreliable links; optional behavior reintroduces network-coupled lockout.","Environment: throttle connection to high latency (>=2000ms) and >=30% packet loss using DevTools or network proxy. Action: perform multiple write operations during instability, then close and reopen app before reconnection. Observable result: writes persist locally immediately, UI remains interactive (no blocking spinner longer than 3 seconds), queued writes sync after reconnection without duplication/corruption, and no hard error requires manual reset. Pass criteria: all edits survive instability and reconcile cleanly on reconnection. Fail criteria: write loss, duplication, UI lockup, or manual recovery required.","Met","Reference mapping describes asynchronous queue-based sync and conflict resolution without blocking core workflows.","v1.0","544"
"NORM-020","MUST NOT","4. Core Principles (Normative) | 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST NOT require authentication for offline access to cached user data","Institutional control","Forced online authentication for offline cache enables lockout by identity provider failure, censorship, or account coercion.","Offline access under disruption is a hard requirement; optional support permits predictable control chokepoints.","Expire server tokens, disable connectivity, and verify cached essential data remains accessible without network re-authentication.","Met","Reference implementation states offline access to cached data does not require live server authentication.","v1.0","546"
"NORM-021","MUST","4. Core Principles (Normative) | 4.3 Local Authority","sec4","/docs/spec/v1.0.html#sec4","MUST document offline vs. online feature parity and sync behavior","State surveillance","Undocumented parity/sync behavior causes users to misjudge exposure and data consistency risks across offline/online transitions.","Transparency on parity and sync semantics is necessary for informed risk decisions; vague behavior increases accidental disclosure and data loss.","Review public docs for explicit offline/online feature matrix, sync triggers, conflict rules, and data exposure differences; validate against observed behavior.","Partial","Core behavior is described in reference mapping, but a formal parity matrix and sync-state disclosure contract are not published. To reach Met: publish and version a parity/sync behavior specification.","v1.0","548"
"NORM-022","MUST","4. Core Principles (Normative) | 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","Principle: Users MUST be able to maintain confidentiality and integrity even under physical or legal coercion.","Coercion / forced disclosure","Under detention or legal compulsion, users can be forced into plaintext disclosure with no protective operating mode, causing immediate irreversible exposure.","Coercion events are catastrophic and time-critical; optional controls leave users unprotected in the exact scenario this principle targets.","Run coercion tabletop: assume unlocked-device demand, legal demand, and account-seizure scenarios; verify available protections, what remains hidden, and what is exposed.","Not Met","Attack scenario: forced unlock and compelled disclosure. Non-coercive fallback: offline local-only mode can reduce future synchronization exposure but does not protect already visible unlocked-session content. Disclosure minimization: at-rest encryption helps only before unlock; once compelled unlock occurs, core content is exposed. To reach Met: add deniability controls and a coercion-safe operating mode that limits plaintext exposure under forced disclosure.","v1.0","577"
"NORM-023","MUST","4. Core Principles (Normative) | 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST use encryption where users hold keys; system cannot decrypt user data","Institutional control","If system operators can decrypt user data, subpoenas, insider abuse, or platform capture yield bulk plaintext disclosure.","User-held keys are a hard boundary; making it optional collapses zero-knowledge guarantees under legal or administrative pressure.","Attempt decryption from server-side backup/database using admin credentials only; verify inability to recover plaintext without user key material.","Met","Attack scenario: compelled server-side disclosure request. Non-coercive fallback: user can withhold passphrase and keep local encrypted copy. Disclosure minimization: server can provide ciphertext only.","v1.0","582"
"NORM-024","MUST","4. Core Principles (Normative) | 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST support strong passphrases (minimum 128 bits entropy; 6+ words recommended)","Device seizure","Weak passphrases allow rapid brute-force recovery after confiscation, exposing complete historical records.","Passphrase strength is not recoverable post-breach; weak defaults create permanent retrospective exposure.","Validate passphrase policy and entropy estimator enforcement; run controlled cracking tests against policy-minimum examples.","Met","Attack scenario: seized encrypted backup attacked offline. Non-coercive fallback: user can rotate to stronger passphrase and re-encrypt. Disclosure minimization: high-entropy passphrases slow extraction window.","v1.0","583"
"NORM-025","MUST","4. Core Principles (Normative) | 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST use slow key derivation (Argon2id, Scrypt; never MD5/SHA-1)","Device seizure","Fast or obsolete KDFs make offline guessing feasible, turning encrypted stores into recoverable plaintext archives.","KDF hardness is a mandatory control against commodity cracking rigs; advisory guidance is routinely bypassed for convenience.","Inspect KDF parameters in runtime configuration, benchmark derivation cost, and reject builds that permit MD5/SHA-1 credential derivation.","Met","Attack scenario: attacker runs GPU/ASIC dictionary attacks on captured ciphertext. Non-coercive fallback: increase Argon2id cost factors for high-risk profiles. Disclosure minimization: slow KDF materially limits guesses per second.","v1.0","584"
"NORM-026","MUST NOT","4. Core Principles (Normative) | 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST NOT provide administrative backdoors or master keys","Institutional control","Any admin backdoor enables unilateral mass disclosure and nullifies user security expectations.","Backdoor existence is binary; if present at all, coercive capture and insider abuse paths remain open.","Audit key-management architecture, recovery flows, and privileged APIs to prove no master decryption credential exists.","Met","Attack scenario: operator compelled to decrypt at scale. Non-coercive fallback: user-held key model blocks operator-only decryption. Disclosure minimization: operator can expose metadata or ciphertext but not plaintext.","v1.0","585"
"NORM-027","MUST","4. Core Principles (Normative) | 4.4 Coercion Resistance","sec4","/docs/spec/v1.0.html#sec4","MUST document threat model clearly: what adversaries can and cannot extract","State surveillance","Ambiguous threat boundaries produce false safety assumptions and high-risk deployment in contexts the system cannot defend.","Threat-model clarity is prerequisite for informed consent; non-mandatory disclosure leads to misuse under adversarial conditions.","Environment: Latest release build. Default logging enabled. Test device and test account (if any). Screen recording enabled. Access to app logs, local crash reports, export artifacts, network inspector, and local storage snapshot (IndexedDB dump or app data directory). Action: (1) Identify the spec coercion boundary claims for this requirement (what the system explicitly resists vs does not resist). (2) Execute a Coercion Scenario Matrix (minimum 6 runs) and record outcomes: S1 shoulder-surf/screen-share while navigating privacy controls, exports, and history views; S2 forced show-me-your-data prompt to display historical records quickly; S3 forced export of full history and clinician summary; S4 device seizure with device powered on and app open, attempting retrieval via UI, OS share sheet, and cached previews; S5 device seizure with device powered on and app closed, attempting retrieval via relaunch without network, then filesystem/IndexedDB inspection; S6 network pressure by repeating S3 under packet capture to confirm no telemetry or backup side-channel leakage. (3) For each scenario, capture screenshots/video, exported files, log output, crash artifacts, and storage snapshot before/after. (4) Verify disclosure minimization by enumerating data classes revealed in each scenario (record content, identifiers, metadata, timestamps, derived summaries), whether disclosure required explicit user action, and whether disclosure occurred via logs, exports, cached previews, or storage artifacts. Pass Criteria: Documented coercion boundary matches observed behavior in all scenarios with no surprise disclosures beyond boundary. No sensitive record content is revealed through logs, crash dumps, cached previews, exports, or storage artifacts unless explicitly allowed by boundary and triggered by deliberate user action. Any allowed disclosures are bounded/minimal and auditable in captured artifacts. Fail Criteria: Any scenario reveals sensitive data through unintended channel (logs/exports/caches/storage/network). Observed behavior contradicts documented coercion boundary. Disclosure expands under pressure (e.g., export reveals more than UI, crash logs leak content, caches store plaintext previews).","Met","Attack scenario: user deploys in active coercion context based on incomplete claims. Non-coercive fallback: documentation directs high-risk users to avoid unsupported threat contexts. Disclosure minimization: explicit limits prevent over-claiming and reduce unsafe reliance.","v1.0","588"
"NORM-028","MUST","4. Core Principles (Normative) | 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","Principle: Systems MUST remain usable when bandwidth, power, compute, or cognition are severely constrained.","Institutional control","Essential workflows fail under constrained resources, forcing users to rely on institutional systems (cloud sync, third-party portals, connectivity) that expand surveillance and control surface.","Graceful degradation is a safety baseline in hostile conditions; optional support causes predictable service exclusion.","Execute constrained-resource test matrix (2G, low-memory, high-latency, reduced-input), confirm essential workflows remain usable, verify no hidden telemetry activation in degraded mode, and confirm no sync-required-to-continue prompts are emitted.","Partial","PainTracker meets core low-bandwidth/mobile behavior but has progressive enhancement and accessibility gaps under degraded contexts. To reach Met: ship full degraded-mode baseline including non-JS and accessibility-complete operation.","v1.0","617"
"NORM-029","MUST","4. Core Principles (Normative) | 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST test baseline path on 2G networks (<100KB initial HTML load)","Network tampering","Heavy initial payloads fail under weak links, preventing timely access to critical workflows.","Low-bandwidth users cannot choose better network conditions; baseline payload budget must be enforced, not aspirational.","Throttle to simulated 2G, measure initial HTML payload and first-interaction completion time, and verify budget conformance in CI performance checks.","Met","Reference mapping reports successful 2G core-path execution under simulated constrained network conditions.","v1.0","622"
"NORM-030","MUST","4. Core Principles (Normative) | 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST function on devices with <512MB RAM","Institutional control","Users on older or constrained devices are excluded from core access during high-need periods.","Device-floor compatibility is an inclusion boundary; non-mandatory support creates structural denial of service for vulnerable users.","Run memory-constrained device tests and profile runtime memory footprint during core workflows; verify stability at specified RAM floor.","Partial","Reference mapping claims low-memory support but evidence cites iPhone 6s (1GB RAM), which does not conclusively prove operation below 512MB. To reach Met: publish reproducible test evidence on <512MB target hardware/emulation.","v1.0","623"
"NORM-031","MUST","4. Core Principles (Normative) | 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST support complete keyboard-only navigation (no mouse required)","Institutional control","Users who cannot use pointer/touch input are blocked from complete task execution.","Complete keyboard operability is binary for affected users; partial compliance leaves inaccessible critical controls.","Run end-to-end keyboard-only audits across all interactive elements, including date pickers/charts, with tab order and activation checks, and confirm no UI controls are mouse-only event handlers without keyboard equivalents.","Not Met","Reference mapping reports keyboard access for core forms but not complete coverage; date picker/chart interactions still require pointer input. To reach Met: implement full keyboard parity for all controls and validate with automated/manual accessibility tests.","v1.0","624"
"NORM-032","MUST","4. Core Principles (Normative) | 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST gracefully degrade features under resource constraints","Network tampering","Resource shocks cause hard failures instead of reduced-mode continuity, interrupting critical user tasks.","Degradation behavior must be deterministic; optional fallback logic leads to brittle failures in exactly the conditions this principle targets.","Inject CPU, memory, and bandwidth constraints and verify non-critical features degrade first while essential create/read/update paths remain operational.","Partial","Reference mapping indicates partial progressive enhancement and JS dependency, so degradation behavior is not complete across all contexts. To reach Met: provide robust no-JS baseline and explicit feature-priority degradation policy.","v1.0","625"
"NORM-033","MUST NOT","4. Core Principles (Normative) | 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST NOT auto-load media (user must explicitly request video/audio)","Network tampering","Automatic media fetch increases data exhaustion risk and covertly exposes users to bandwidth and tracking harms.","User-controlled media loading is a direct harm-prevention control for constrained or monitored connections.","Inspect network traces on first load and workflow navigation to confirm no media requests occur until explicit user action.","Met","Reference mapping states media/attachments are never auto-loaded and require explicit user request.","v1.0","627"
"NORM-034","MUST","4. Core Principles (Normative) | 4.5 Degraded Functionality","sec4","/docs/spec/v1.0.html#sec4","MUST meet WCAG 2.1 Level AA accessibility standards (color contrast, screen reader support)","Institutional control","Accessibility gaps systematically exclude users with assistive needs from essential functions.","WCAG AA is a minimum interoperability floor; partial accessibility leaves predictable functional denial for disabled users.","Run WCAG 2.1 AA audits (contrast, keyboard, semantics, ARIA, screen-reader flows), verify passing results on critical workflows, and confirm core workflow completion time stays within defined tolerance under screen-reader mode.","Not Met","Reference mapping explicitly reports WCAG AA gaps (chart contrast and incomplete screen-reader/date-picker support). To reach Met: remediate failing elements and publish passing WCAG audit results.","v1.0","628"
"NORM-035","MUST","4. Core Principles (Normative) | 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","Principle: Systems MUST optimize for user survival and autonomy. Features MUST serve essential needs, not engagement metrics or extraction.","Institutional control","If engagement/extraction priorities displace essential utility, users lose survival-critical outcomes and become subject to manipulative product incentives.","Utility-first design is the principle boundary; optional adherence permits business pressure to reintroduce harmful engagement optimization.","Perform feature-subtraction audit against declared essential use cases and verify removal of any non-essential feature does not improve survival-critical task completion while preserving anti-manipulation constraints.","Partial","Reference mapping states utility-first goals and no engagement optimization, but does not yet publish a formal subtraction-test artifact proving essential-only surface. To reach Met: publish versioned essential-capability subtraction test results.","v1.0","657"
"NORM-037","MUST","4. Core Principles (Normative) | 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST document essential use cases explicitly; justify every feature","Institutional control","Undocumented feature intent enables scope creep, increasing cognitive burden and exploitable non-essential pathways.","Feature justification must be mandatory to constrain drift toward non-essential complexity.","Environment: A versioned Feature Inventory document (machine-readable preferred) plus a versioned Essential Workflows List and Essential Use-Case Ledger (source of truth). Action: (1) Enumerate all user-facing features and all background behaviors (telemetry, recommendations, nudges, engagement loops, dark patterns) present in the build. (2) For each feature, require a binding link to exactly one of: an Essential Workflow, a Protective Requirement (explicit spec clause), or an Accessibility/Safety obligation. (3) For each feature, record a removal test: what breaks if the feature is removed or disabled? (4) Execute a feature subtraction drill: disable/remove the top 3 non-essential candidates (or simulate via feature flags) and confirm all essential workflows remain intact and user data integrity is preserved. Pass Criteria: 100% of features have a documented linkage to an essential workflow or protective requirement. At least one subtraction drill is executed per release cycle with evidence captured. No feature exists solely for engagement extraction or upsell pressure on essential workflows. Fail Criteria: Any feature lacks linkage. Any essential workflow fails under subtraction drill. Any feature is justified only by engagement, retention, or monetization.","Partial","Reference mapping documents core use case but lacks a fully versioned feature-justification matrix covering every shipped feature. To reach Met: publish and maintain complete feature-to-need mapping with removal impact notes.","v1.0","662"
"NORM-038","MUST NOT","4. Core Principles (Normative) | 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST NOT use dark patterns (hidden friction-to-exit, manipulative notifications, deceptive confirmations)","Institutional control","Dark patterns coerce behavior, impair informed consent, and can force unsafe actions under stress.","Dark-pattern prevention is binary in high-risk contexts; partial tolerance enables predictable manipulation.","Run dark-pattern audit checklist across onboarding, retention, cancellation, and destructive flows; verify absence of hidden friction, deceptive defaults, and manipulative prompts.","Met","Reference mapping reports no hidden friction, no manipulative notifications, and no surprise paywalls in audited flows.","v1.0","663"
"NORM-039","MUST NOT","4. Core Principles (Normative) | 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST NOT include addictive mechanics (streaks, variable rewards, leaderboards, FOMO notifications)","State surveillance","Addictive mechanics increase exposure time, generate excess behavioral data, and create exploitable dependence loops.","Engagement addiction mechanics are directly counter to user autonomy; they cannot be optionally restricted.","Inspect product behavior for streaks, variable rewards, leaderboards, and FOMO notifications; verify none are present in code/config and runtime UI.","Met","Reference mapping indicates no gamification loops, no pull-back notifications, and no engagement-maximization mechanisms.","v1.0","665"
"NORM-040","MUST","4. Core Principles (Normative) | 4.6 Essential Utility","sec4","/docs/spec/v1.0.html#sec4","MUST measure success by user goal completion, not engagement time or feature adoption","Institutional control","If success metrics prioritize engagement, roadmap incentives drift toward extraction rather than user outcomes.","Metric choice governs system behavior; optional outcome metrics are routinely displaced by growth KPIs.","Environment: Access to product planning artifacts for last 2 release cycles (roadmap/PRDs), analytics/KPI definitions, and at least one shipped experiment write-up (A/B test or feature flag). Action: (1) Build a Metric Inventory from dashboards and PRDs listing every primary and secondary success metric with name, definition, and data source. (2) Classify each metric as Outcome/Goal Completion, Engagement/Extraction, or Mixed (requires justification). (3) For each essential workflow (from annex list), verify at least one Outcome/Goal Completion metric is tied directly to it with defined acceptable threshold (pass/fail or target range). (4) Run a Dark-Metric Probe by inspecting shipped UI/flows for engagement mechanics inside essential workflows (nudges, streaks, upsells, nags, continue traps) and confirm whether those mechanics are tracked as success signals. (5) Verify decision precedence: from last 2 cycles, pick 2 roadmap decisions and trace justification metrics, confirming outcome-based justification rather than engagement-based justification. Pass Criteria: Primary success metrics are dominated by Outcome/Goal Completion measures, and each essential workflow has at least one outcome metric with explicit threshold. Engagement metrics, if present, are non-primary, explicitly labeled non-goal, and not used to justify shipping that affects essential workflows. No engagement/extraction mechanics are embedded in essential workflows as measured success drivers. Fail Criteria: Any primary metric is engagement/extraction without outcome linkage. Essential workflows lack outcome metrics or thresholds. Roadmap decisions are justified primarily by engagement metrics or feature adoption without outcome evidence.","Met","Reference mapping states outcome-oriented success measures and explicitly rejects DAU/time-in-app as primary targets.","v1.0","666"
